cities,PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,
Satara,Humidity,2017,43.75,33.31,44.44,47.06,58.88,84.31,91.81,91.56,90.44,83.25,72.25,66.44,66.19
Satara,Humidity,2018,50.81,37,40.56,43.75,59.31,87.12,93,92.56,87.75,73,64.19,52.81,67.5
Satara,Humidity,2019,34.75,38.44,39.5,44.44,53.88,75.44,92.69,93,93.06,88.06,82.25,78.94,65.31
Satara,Humidity,2020,68.88,49.56,47.94,45.38,55.88,87.69,91.81,94.06,91.94,88.62,80.38,72.56,68.06
Satara,Humidity,2021,67.31,48.12,36.88,47.06,70.62,89.25,92.62,90.88,92.38,84.38,82.25,78.5,73
Satara,Humidity,2022,68.56,54.5,39,47.38,64,78.94,92.31,92.5,91.44,85.12,77.44,70.69,73.5
Satara,Windspeed,2000,2.07,2.18,2.15,2.78,3.21,3.59,4.59,3.86,2.22,1.2,1.75,2.25,71.94
Satara,Windspeed,2001,1.77,1.95,2.37,2.16,3.51,4.73,4.86,3.98,1.99,2.12,2.03,1.98,2.66
Satara,Windspeed,2002,2.2,1.85,2.2,2.33,3.27,3.81,4.52,4.21,2.2,1.8,1.77,1.8,2.8
Satara,Windspeed,2003,1.72,2.05,2.17,2.38,3.41,4.06,4.18,3.79,2.73,1.61,1.87,1.88,2.67
Satara,Windspeed,2004,1.98,1.87,1.99,2.58,2.95,4.25,3.87,4.79,2.09,2.16,2.2,2.31,2.66
Satara,Windspeed,2005,1.87,2,2.22,1.95,2.89,4.11,4.49,4.1,3.24,1.8,2.4,2.1,2.76
Satara,Windspeed,2006,2.21,1.91,2.17,2.76,3.17,3.12,5.44,4.45,2.23,2.05,2.02,2.19,2.77
Satara,Windspeed,2007,1.7,1.93,2.18,2.23,3.13,4.16,4.43,4.05,2.82,1.8,2.01,2.04,2.82
Satara,Windspeed,2008,1.99,2,1.69,2.23,3.24,4.52,4.18,3.59,2.56,1.96,2.33,1.9,2.71
Satara,Windspeed,2009,1.82,1.87,2.07,2.3,3.09,3.48,5.55,3.3,2.19,2.04,2.26,1.91,2.68
Satara,Windspeed,2010,1.82,1.9,2.13,2.16,3.23,3.48,4.22,3.66,2.34,1.82,1.77,1.92,2.66
Satara,Windspeed,2011,1.91,1.91,2.19,2.23,3.15,4.83,4.39,4.04,2.77,1.77,2.48,2.09,2.54
Satara,Windspeed,2012,1.97,2.05,2.09,2.25,3.61,4.05,4.41,4.05,2.89,1.94,1.52,1.86,2.81
Satara,Windspeed,2013,1.78,2.05,2.38,2.64,3.39,4.45,5.33,3.7,2.29,1.86,1.98,1.98,2.73
Satara,Windspeed,2014,1.87,2.27,2.12,2.12,2.65,4.12,5.11,3.41,2.55,1.62,2.01,2.07,2.83
Satara,Windspeed,2015,1.95,2.02,1.99,2.32,2.74,4.14,4.55,3.15,2.1,1.45,1.91,2.06,2.66
Satara,Windspeed,2016,1.86,1.88,2.07,2.56,3.22,3.77,4.22,4.05,2.59,1.79,2.05,2.16,2.54
Satara,Windspeed,2017,1.88,2.12,2.02,2.36,2.89,3.82,4.75,3.09,1.96,1.43,1.89,2.13,2.69
Satara,Windspeed,2018,1.68,1.7,1.93,2.2,2.77,3.77,4.98,4.57,1.89,1.5,1.7,1.98,2.53
Satara,Windspeed,2019,1.93,2.05,2.18,2.32,3.2,3.42,4.13,4.13,3.22,1.7,1.78,1.84,2.56
Satara,Windspeed,2020,1.79,1.94,2.25,2.21,2.86,3.17,3.34,4.25,2.12,1.55,1.95,1.88,2.66
Satara,Windspeed,2021,1.48,2.02,1.82,1.99,2.69,3.19,4.07,2.78,2.99,1.59,1.9,1.73,2.45
Satara,Windspeed,2022,1.7,1.8,1.88,1.82,3.38,3.27,4.32,3.91,2.27,1.84,2.06,1.91,2.35
Satara,Precipitation,2000,0,0,0,0,5.27,10.55,15.82,10.55,0,0,0,0,2.52
Satara,Precipitation,2001,0,0,0,0,0,10.55,10.55,10.55,5.27,5.27,0,0,5.27
Satara,Precipitation,2002,0,0,0,0,0,21.09,5.27,10.55,5.27,5.27,0,0,5.27
Satara,Precipitation,2003,0,0,0,0,0,15.82,15.82,5.27,5.27,0,0,0,5.27
Satara,Precipitation,2004,0,0,0,0,5.27,21.09,10.55,15.82,5.27,0,0,0,5.27
Satara,Precipitation,2005,0,0,0,0,0,15.82,26.37,15.82,15.82,5.27,0,0,5.27
Satara,Precipitation,2006,0,0,0,0,10.55,15.82,21.09,21.09,10.55,5.27,0,0,5.27
Satara,Precipitation,2007,0,0,0,0,0,26.37,15.82,21.09,10.55,0,0,0,5.27
Satara,Precipitation,2008,0,0,0,0,0,15.82,10.55,15.82,15.82,0,0,0,5.27
Satara,Precipitation,2009,0,0,0,0,0,10.55,26.37,10.55,10.55,5.27,5.27,0,5.27
Satara,Precipitation,2010,0,0,0,0,0,15.82,26.37,15.82,5.27,5.27,0,0,5.27
Satara,Precipitation,2011,0,0,0,0,0,15.82,26.37,15.82,10.55,5.27,0,0,5.27
Satara,Precipitation,2012,0,0,0,0,0,10.55,21.09,10.55,5.27,5.27,0,0,5.27
Satara,Precipitation,2013,0,0,0,0,0,21.09,21.09,5.27,10.55,5.27,0,0,5.27
Satara,Precipitation,2014,0,0,0,0,0,5.27,26.37,15.82,5.27,0,0,0,5.27
Satara,Precipitation,2015,0,0,0,0,0,15.82,5.27,5.27,5.27,0,0,0,5.27
Satara,Precipitation,2016,0,0,0,0,0,15.82,31.64,21.09,10.55,0,0,0,5.27
Satara,Precipitation,2017,0,0,0,0,0,15.82,21.09,10.55,15.82,5.27,0,0,5.27
Satara,Precipitation,2018,0,0,0,0,0,15.82,26.37,15.82,5.27,0,0,0,5.27
Satara,Precipitation,2019,0,0,0,0,0,10.55,31.64,31.64,21.09,10.55,0,0,5.27
Satara,Precipitation,2020,0,0,0,0,0,15.82,15.82,31.64,10.55,10.55,0,0,10.55
Satara,Precipitation,2021,0.17,0.19,0,0.76,7.64,20.59,36.39,7.74,11.33,2.91,1.79,2.59,5.27
Satara,Precipitation,2022,0.05,0,0.08,0.75,0.98,10.49,25.94,20.66,10.25,6.54,0.03,0.05,7.73
Satara,ALLSKY_SFC_SW_DWN,2000,5.19,6.11,6.71,7.33,6.69,5.1,5.18,4.68,5.39,5.27,4.9,4.72,6.38
Satara,ALLSKY_SFC_SW_DWN,2001,4.71,6.05,6.65,6.48,6.89,4.87,4.08,4.09,4.79,5.08,5.17,4.84,5.6
Satara,ALLSKY_SFC_SW_DWN,2002,5.1,5.61,6.46,6.88,6.89,4.55,4.56,4,5.27,5.23,5.29,4.94,5.3
Satara,ALLSKY_SFC_SW_DWN,2003,4.73,5.86,6.44,6.75,7.28,5.4,4.26,4.28,4.8,5.37,5.09,5.02,5.39
Satara,ALLSKY_SFC_SW_DWN,2004,5.12,6.06,6.83,7.17,6.23,4.86,4.58,4.19,4.73,5.42,4.94,5.09,5.44
Satara,ALLSKY_SFC_SW_DWN,2005,4.95,6.06,6.76,6.41,6.89,5.08,3.92,3.97,4.04,5.02,5.48,4.88,5.43
Satara,ALLSKY_SFC_SW_DWN,2006,5.32,6.07,6.35,6.96,6.54,5.23,3.74,3.81,4.8,4.92,4.53,4.88,5.28
Satara,ALLSKY_SFC_SW_DWN,2007,5.11,5.99,6.5,6.77,6.75,5.02,4.18,4.26,4.37,5.32,5.2,4.62,5.26
Satara,ALLSKY_SFC_SW_DWN,2008,5.21,5.69,6.07,7.03,7.2,4.56,4.55,4.15,4.66,5.67,4.8,4.79,5.34
Satara,ALLSKY_SFC_SW_DWN,2009,5.25,5.98,6.38,6.72,6.74,5.72,3.82,4.51,4.66,5.02,4.48,4.64,5.36
Satara,ALLSKY_SFC_SW_DWN,2010,4.69,5.61,6.24,6.75,6.91,5.02,4.03,4.2,4.58,5.05,4.23,4.73,5.32
Satara,ALLSKY_SFC_SW_DWN,2011,5.34,5.93,6.77,6.62,6.7,4.33,4.1,4,4.47,4.86,4.93,4.83,5.17
Satara,ALLSKY_SFC_SW_DWN,2012,5.21,5.86,6.82,6.58,7,5.43,3.96,4.36,4.47,4.93,4.66,4.81,5.24
Satara,ALLSKY_SFC_SW_DWN,2013,5.03,5.61,6.39,7.13,6.58,4.32,3.42,4.27,4.76,4.81,4.82,5.01,5.34
Satara,ALLSKY_SFC_SW_DWN,2014,4.73,5.66,6.14,6.31,6.41,5.73,3.96,4.25,4.58,5.07,4.84,4.62,5.17
Satara,ALLSKY_SFC_SW_DWN,2015,4.89,5.94,6.01,6.78,6.56,5.13,4.81,4.57,5.04,5.09,4.63,4.79,5.19
Satara,ALLSKY_SFC_SW_DWN,2016,4.92,5.62,6.39,6.75,6.91,4.55,3.59,4.17,4.14,4.99,5.26,4.81,5.35
Satara,ALLSKY_SFC_SW_DWN,2017,4.95,6.06,6.79,7.27,6.6,5,4.36,4.4,4.56,4.8,4.99,4.54,5.17
Satara,ALLSKY_SFC_SW_DWN,2018,4.93,5.56,6.03,6.64,6.44,4.5,3.54,3.64,5.19,5.33,4.78,4.55,5.35
Satara,ALLSKY_SFC_SW_DWN,2019,5.13,5.87,6.76,6.95,7.32,5.23,4.08,4.06,4.11,4.29,4.62,3.95,5.09
Satara,ALLSKY_SFC_SW_DWN,2020,4.79,5.5,6.39,6.66,6.76,4.93,4.3,3.7,4.4,4.35,4.77,4.64,5.19
Satara,ALLSKY_SFC_SW_DWN,2021,4.4,5.56,6.29,6.31,5.57,4.82,4,4.24,4.22,5.26,3.95,4.02,5.09
Satara,ALLSKY_SFC_SW_DWN,2022,4.82,5.69,5.74,6.04,6.1,5.19,3.78,4.16,4.24,4.64,4.9,4.41,4.88
Satara,CLRSKY_SFC_SW_DWN,2000,5.19,6.1,6.71,7.42,7.27,7.14,7.27,7.1,6.3,5.9,5.04,4.85,4.97
Satara,CLRSKY_SFC_SW_DWN,2001,5.3,6.33,7.01,7.23,7.63,7.11,6.85,6.83,6.48,6.08,5.46,5.11,6.36
Satara,CLRSKY_SFC_SW_DWN,2002,5.48,6.07,6.84,7.35,7.41,7.07,6.82,6.7,6.62,6.05,5.52,5.13,6.45
Satara,CLRSKY_SFC_SW_DWN,2003,5.15,6.14,6.75,7.39,7.64,7.3,6.93,6.84,6.54,6.04,5.44,5.18,6.42
Satara,CLRSKY_SFC_SW_DWN,2004,5.39,6.21,6.95,7.49,7.36,7.18,7.06,6.83,6.6,6.12,5.42,5.26,6.44
Satara,CLRSKY_SFC_SW_DWN,2005,5.37,6.29,7.05,7.23,7.54,7.18,6.89,6.82,6.51,6.02,5.64,5.18,6.49
Satara,CLRSKY_SFC_SW_DWN,2006,5.54,6.31,6.86,7.3,7.39,7.17,6.74,6.8,6.5,5.94,5.25,5.06,6.48
Satara,CLRSKY_SFC_SW_DWN,2007,5.33,6.14,6.72,7.2,7.46,7.26,6.81,6.82,6.54,5.94,5.46,4.95,6.4
Satara,CLRSKY_SFC_SW_DWN,2008,5.36,6.03,6.75,7.3,7.61,6.62,6.73,6.71,6.54,6.05,5.3,5.03,6.38
Satara,CLRSKY_SFC_SW_DWN,2009,5.4,6.07,6.76,7.26,7.28,7.18,6.89,6.66,6.38,5.96,5.34,4.93,6.34
Satara,CLRSKY_SFC_SW_DWN,2010,5.1,5.93,6.6,7.25,7.36,7.18,6.94,6.88,6.5,5.83,5.32,5.03,6.34
Satara,CLRSKY_SFC_SW_DWN,2011,5.48,6.11,6.92,7.14,7.34,6.83,6.79,6.72,6.49,5.79,5.28,5,6.33
Satara,CLRSKY_SFC_SW_DWN,2012,5.42,6.14,7,7.2,7.47,7.2,6.7,6.72,6.45,5.86,5.12,5.05,6.32
Satara,CLRSKY_SFC_SW_DWN,2013,5.24,5.92,6.76,7.35,7.32,6.87,6.9,6.8,6.47,5.79,5.26,5.15,6.36
Satara,CLRSKY_SFC_SW_DWN,2014,5.08,6.01,6.66,7.01,7.26,7.07,6.9,6.73,6.36,5.77,5.2,4.93,6.32
Satara,CLRSKY_SFC_SW_DWN,2015,5.27,6.2,6.63,7.21,7.27,7.08,6.79,6.79,6.32,5.67,5.11,5.01,6.25
Satara,CLRSKY_SFC_SW_DWN,2016,5.2,5.94,6.64,7.15,7.48,7,6.8,6.81,6.19,5.87,5.31,5.16,6.28
Satara,CLRSKY_SFC_SW_DWN,2017,5.17,6.16,6.94,7.43,7.25,7.08,6.92,6.65,6.35,5.71,5.22,4.87,6.3
Satara,CLRSKY_SFC_SW_DWN,2018,4.99,6.01,6.46,7.12,7.06,6.76,6.66,6.45,6.49,5.77,5.22,4.75,6.31
Satara,CLRSKY_SFC_SW_DWN,2019,5.19,5.99,6.89,7.35,7.58,7.06,6.88,6.7,6.43,5.8,5.1,4.56,6.14
Satara,CLRSKY_SFC_SW_DWN,2020,5.07,5.82,6.74,7.13,7.39,7.09,7.05,6.83,6.35,5.63,5.24,4.85,6.29
Satara,CLRSKY_SFC_SW_DWN,2021,4.85,5.78,6.52,6.92,6.96,7.09,6.86,6.74,6.44,5.8,5.1,4.55,6.27
Satara,CLRSKY_SFC_SW_DWN,2022,5.16,5.89,6.34,6.77,7.04,7.07,7.07,6.85,6.49,6,5.06,4.79,6.13
,,,,,,,,,,,,,,,6.21
